# {"t_start": 1601364204.6875687, "env_id": "BeamRiderNoFrameskip-v4"} 
r,l,t
4320.0,3820,77076.70527
2108.0,2643,77216.360841
2160.0,2870,77373.434959
2972.0,3136,77535.757824
4348.0,4147,77751.261144
1380.0,1930,77854.105858
4800.0,3778,78057.965246
2384.0,2663,78196.249767
2384.0,2993,78354.754445
2776.0,3220,78520.583554
1536.0,2374,78641.042135
5064.0,4923,78899.991622
2496.0,2691,79040.968295
1744.0,2119,79149.796339
2692.0,3143,79316.530537
4768.0,3821,79516.646774
3900.0,4010,79725.214741
1848.0,2333,79847.696549
1536.0,2047,79953.74504
4704.0,4637,80196.765871
1188.0,1495,80278.242963
2160.0,2170,80391.4229
3196.0,2966,80545.894474
1236.0,1575,80625.676975
1484.0,1864,80720.960794
4384.0,4212,80943.262651
3060.0,3483,81125.226148
3300.0,3496,81313.196732
900.0,1400,81386.06867
1380.0,2424,81507.503289
2272.0,2572,81641.253238
948.0,1431,81719.698481
2944.0,3203,81882.109096
1952.0,2211,82001.495733
1796.0,2180,82117.968539
5160.0,4236,82343.87664
3840.0,3528,82526.215886
1380.0,1629,82612.414354
1952.0,2256,82729.701363
4958.0,4330,82960.148368
3000.0,3453,83139.879407
4680.0,4024,83349.371692
2056.0,2509,83482.395675
4768.0,4559,83727.504503
3600.0,3860,83928.494833
5934.0,4773,84176.857804
1332.0,1896,84278.344803
2160.0,2698,84420.86342
2888.0,2883,84569.270521
1284.0,1628,84656.102499
3000.0,3234,84825.223757
2160.0,2287,84947.310107
5088.0,4387,85177.879566
2160.0,2637,85317.415812
948.0,1375,85386.006929
3964.0,4268,85607.421587
2160.0,2500,85742.603218
660.0,1062,85796.981707
3870.0,3559,85985.246927
3360.0,3437,86167.298241
2108.0,2325,86288.846221
3900.0,4006,86495.90029
1536.0,1895,86595.902282
996.0,1603,86677.517221
6254.0,5144,86947.427581
1484.0,2550,87079.601054
1796.0,1991,87186.288553
3930.0,4055,87392.744396
2160.0,2664,87533.409948
2328.0,2665,87674.909712
948.0,1310,87742.655083
3720.0,3386,87916.770549
3028.0,2752,88064.355638
1744.0,2229,88179.22927
1952.0,2477,88312.273083
3360.0,3134,88474.77854
3930.0,3351,88650.922477
1536.0,1980,88753.648426
1536.0,1512,88833.735817
1236.0,1448,88909.013266
2552.0,2842,89062.707848
3300.0,3624,89251.481731
1848.0,2415,89378.765939
3420.0,3269,89548.760152
1588.0,1930,89648.942934
3420.0,3307,89826.307047
2384.0,2679,89968.553886
5438.0,4859,90229.290079
3900.0,4160,90446.056226
1536.0,2168,90561.539497
4834.0,4050,90776.922396
3252.0,3322,90943.560602
2944.0,2994,91104.975731
1332.0,1850,91200.592018
3900.0,3669,91395.102973
1536.0,1843,91490.596693
2160.0,2543,91626.56374
900.0,1494,91700.308308
1284.0,1426,91778.315918
1588.0,1955,91878.492862
1380.0,1825,91972.118515
2972.0,3239,92137.334397
2160.0,2638,92276.765545
756.0,1148,92336.879147
1284.0,1516,92410.066241
2552.0,2740,92554.914847
1044.0,1252,92621.574865
2608.0,2840,92766.798163
1484.0,2353,92888.486775
1092.0,1298,92955.649377
3120.0,3541,93142.553557
1332.0,1581,93223.742758
900.0,1320,93290.16584
2160.0,2528,93423.613628
2160.0,2363,93545.704078
1380.0,1798,93638.961957
1900.0,2113,93753.260638
660.0,1048,93808.222852
2160.0,2604,93946.838399
2160.0,2141,94061.33213
1236.0,1733,94148.921926
2160.0,2435,94278.993926
1484.0,1929,94379.323644
4384.0,4433,94613.79618
1952.0,2250,94728.079877
660.0,1000,94781.258224
3420.0,3724,94976.484216
2056.0,2043,95083.368925
7662.0,5227,95357.104378
2160.0,2867,95503.108558
1380.0,1809,95596.363687
1188.0,1393,95668.528999
3180.0,3561,95857.78085
3964.0,4251,96077.462549
3840.0,3907,96279.17739
1044.0,1721,96370.424975
3720.0,3726,96562.478805
1380.0,1590,96642.950477
1380.0,1860,96740.902309
2496.0,2944,96895.216134
3660.0,3267,97062.71516
1588.0,2000,97167.365377
1380.0,1847,97259.794296
4320.0,3974,97466.181151
3900.0,3303,97638.823314
3420.0,3012,97790.385665
4476.0,4157,98014.602625
3900.0,4186,98230.840045
2160.0,2750,98375.309528
1796.0,2320,98494.669676
3084.0,2765,98636.943378
948.0,1239,98704.207712
3840.0,3726,98898.807518
5760.0,4503,99133.322075
5310.0,4380,99362.835301
6712.0,5165,99631.974965
3140.0,2878,99782.689415
2720.0,3255,99949.736185
5336.0,5307,100227.835426
3540.0,3751,100422.070336
1332.0,1609,100503.278981
1796.0,2358,100628.966814
2004.0,2023,100731.702797
1380.0,1576,100818.768413
1332.0,1999,100921.083452
1380.0,1762,101014.582505
3240.0,3659,101206.557064
1432.0,2244,101332.603256
2160.0,2281,101469.969025
1236.0,1822,101573.337062
4960.0,4281,101811.546922
2720.0,2779,101969.47586
3000.0,3150,102136.886924
2160.0,2494,102275.394842
2160.0,2796,102432.475367
2160.0,2602,102568.646786
1380.0,1552,102648.376165
1900.0,2248,102767.699648
1640.0,2233,102880.434343
5924.0,3925,103087.471487
852.0,1213,103153.237009
4640.0,4287,103375.672485
1380.0,1480,103459.524342
2944.0,3558,103645.372706
4732.0,4041,103852.108726
2056.0,2330,103974.059201
3480.0,3510,104160.432712
3364.0,3143,104320.572999
2160.0,2467,104448.145595
2888.0,2999,104608.014592
1380.0,1811,104701.019067
1380.0,1832,104793.841021
4670.0,3972,104998.342504
1744.0,2243,105115.322422
1284.0,1706,105207.143404
4576.0,4260,105427.176684
1380.0,1893,105524.645624
3540.0,3440,105703.864294
1952.0,2392,105831.416516
4670.0,3990,106035.502016
4320.0,3917,106239.359626
2552.0,2897,106381.697374
2160.0,2346,106501.605564
1640.0,2211,106612.714817
4542.0,3976,106818.589843
1952.0,2552,106950.719973
1380.0,1704,107038.872358
4732.0,4919,107292.345981
1188.0,1446,107366.222739
3420.0,3553,107550.233716
1588.0,2101,107660.785514
1188.0,1455,107738.340989
1332.0,1863,107831.037206
3060.0,3536,108017.225335
1188.0,1603,108096.491141
4028.0,4043,108313.055853
2160.0,2568,108448.832495
4476.0,4003,108659.554873
2160.0,2819,108809.581552
3480.0,3730,109019.235194
1380.0,1658,109115.123651
1484.0,2318,109240.15484
3840.0,2869,109399.647629
2384.0,2408,109530.599369
2720.0,2754,109682.884995
1332.0,1668,109774.8288
1044.0,1544,109861.466851
1380.0,1893,109969.22851
5216.0,4290,110202.204419
1380.0,1821,110298.959028
900.0,1235,110368.041021
5514.0,4647,110617.011548
1332.0,1689,110711.652953
1188.0,1679,110800.887669
4996.0,3780,111006.580334
3240.0,3278,111184.230701
2004.0,2258,111308.220653
4284.0,3990,111525.9673
1380.0,1602,111618.97613
2108.0,2473,111764.807913
3000.0,3022,111939.254612
1044.0,1365,112032.751039
5280.0,4806,112300.724318
1588.0,1784,112401.758213
5248.0,4233,112633.083638
2664.0,2735,112780.491382
1380.0,1786,112880.715982
3810.0,3207,113054.842327
3196.0,2572,113198.09181
5312.0,4593,113449.720654
2160.0,2409,113582.563092
1952.0,2401,113709.573682
1744.0,2333,113846.345407
5994.0,4932,114126.824583
3420.0,3106,114296.381657
2776.0,3139,114473.690617
2944.0,2917,114632.970344
2440.0,3092,114800.937731
852.0,1286,114872.271349
1796.0,2253,115001.610891
1952.0,2083,115113.525028
4732.0,4581,115371.401085
1588.0,2115,115486.898734
1952.0,2419,115622.632582
5664.0,4150,115853.814382
5180.0,3897,116075.720988
1588.0,2012,116198.727946
2748.0,2813,116354.722975
3900.0,3558,116544.672164
5602.0,4463,116789.204751
4680.0,3488,116977.428783
2004.0,2702,117122.643317
3360.0,3673,117323.61484
3504.0,2873,117478.068802
2972.0,3128,117650.641506
2720.0,3521,117839.138548
3060.0,3527,118039.51371
5088.0,4364,118296.063566
3900.0,3927,118505.684931
3000.0,3138,118702.162104
1332.0,1475,118781.996783
1332.0,1641,118871.622823
4448.0,4214,119100.985511
2160.0,2337,119226.786773
5088.0,4000,119443.90938
4700.0,4000,119664.199603
3720.0,3519,119859.610927
3660.0,3660,120060.072506
5892.0,4759,120319.24497
948.0,1361,120395.65222
1380.0,1734,120495.052419
2160.0,2588,120643.209095
1380.0,1818,120739.63295
4898.0,4304,120973.980612
1952.0,2425,121107.351626
2496.0,2941,121277.634656
5148.0,4135,121520.418382
4640.0,4747,121779.710299
5084.0,4362,122020.10136
2552.0,2972,122186.266867
5540.0,4963,122454.827806
